purchase_key,purchase_code,purchase_date_key,supplier_key,employee_key,store_key,payment_key,product_key,quantity,unit_cost,subtotal,discount_percent,discount_amount,tax_percent,tax_amount,total_amount,purchase_status,supplier_invoice_no,expected_delivery_date
22949,PUR022949,20260820,134,49,15,16,170,151,421890,63705390,13,8281700,11,6096605,61520295,Completed,INV-SUP-202608-022949,2026-08-22
22950,PUR022950,20260422,118,130,13,9,734,34,703200,23908800,15,3586320,11,2235472,22557952,Completed,INV-SUP-202604-022950,2026-05-01
22951,PUR022951,20260407,79,215,4,12,849,41,14028308,575160628,7,40261243,11,58838932,593738317,Pending,INV-SUP-202604-022951,2026-04-13
22952,PUR022952,20230902,86,143,1,15,765,116,1088388,126253008,10,12625300,11,12499047,126126755,Completed,INV-SUP-202309-022952,2023-09-09
22953,PUR022953,20240101,113,243,11,17,604,156,167188,26081328,4,1043253,11,2754188,27792263,Completed,INV-SUP-202401-022953,2024-01-03
22954,PUR022954,20250506,127,239,7,12,431,14,14124600,197744400,13,25706772,11,18924139,190961767,Cancelled,INV-SUP-202505-022954,2025-05-15
22955,PUR022955,20230329,66,83,3,7,219,17,3381246,57481182,13,7472553,11,5500949,55509578,Completed,INV-SUP-202303-022955,2023-04-10
22956,PUR022956,20220928,8,77,7,17,333,41,102300,4194300,12,503316,11,406008,4096992,Completed,INV-SUP-202209-022956,2022-10-11
22957,PUR022957,20250911,41,179,14,18,730,114,102500,11685000,3,350550,0,0,11334450,Completed,INV-SUP-202509-022957,2025-09-16
22958,PUR022958,20240312,50,30,11,4,556,524,32670,17119080,4,684763,11,1807774,18242091,Completed,INV-SUP-202403-022958,2024-03-23
22959,PUR022959,20221020,28,35,9,3,800,40,9752016,390080640,5,19504032,11,40763426,411340034,Completed,INV-SUP-202210-022959,2022-10-23
22960,PUR022960,20230101,147,70,9,16,29,112,39091,4378192,5,218909,11,457521,4616804,Completed,INV-SUP-202301-022960,2023-01-04
22961,PUR022961,20250714,99,153,6,5,916,413,42042,17363346,9,1562701,11,1738070,17538715,Completed,INV-SUP-202507-022961,2025-07-24
22962,PUR022962,20230429,96,116,13,16,215,56,433806,24293136,14,3401039,11,2298130,23190227,Completed,INV-SUP-202304-022962,2023-05-10
22963,PUR022963,20261027,60,17,25,16,540,182,1046789,190515598,8,15241247,11,19280178,194554529,Completed,INV-SUP-202610-022963,2026-11-09
22964,PUR022964,20220904,103,148,24,4,489,347,30400,10548800,6,632928,11,1090745,11006617,Completed,INV-SUP-202209-022964,2022-09-08
22965,PUR022965,20240926,123,161,24,13,583,157,24700,3877900,2,77558,11,418037,4218379,Completed,INV-SUP-202409-022965,2024-10-05
22966,PUR022966,20250624,134,247,18,15,827,209,66332,13863388,2,277267,0,0,13586121,Completed,INV-SUP-202506-022966,2025-07-08
22967,PUR022967,20260309,48,24,5,16,765,94,1110600,104396400,7,7307748,11,10679751,107768403,Completed,INV-SUP-202603-022967,2026-03-14
22968,PUR022968,20250517,125,201,15,15,361,49,3534076,173169724,14,24243761,11,16381855,165307818,Completed,INV-SUP-202505-022968,2025-05-20
22969,PUR022969,20220509,130,34,6,17,23,292,162894,47565048,8,3805203,11,4813582,48573427,Completed,INV-SUP-202205-022969,2022-05-22
22970,PUR022970,20220528,31,215,3,3,126,73,1786344,130403112,9,11736280,11,13053351,131720183,Completed,INV-SUP-202205-022970,2022-06-04
22971,PUR022971,20240730,62,205,13,13,574,21,1918697,40292637,9,3626337,11,4033293,40699593,Completed,INV-SUP-202407-022971,2024-08-06
22972,PUR022972,20221010,93,296,20,13,242,129,50149,6469221,12,776306,0,0,5692915,Completed,INV-SUP-202210-022972,2022-10-13
22973,PUR022973,20240427,24,248,20,13,589,85,91277,7758545,2,155170,11,836371,8439746,Pending,INV-SUP-202404-022973,2024-04-29
22974,PUR022974,20220702,19,95,25,13,730,34,101475,3450150,7,241510,0,0,3208640,Completed,INV-SUP-202207-022974,2022-07-09
22975,PUR022975,20221106,23,221,14,18,179,148,735624,108872352,4,4354894,11,11496920,116014378,Completed,INV-SUP-202211-022975,2022-11-09
22976,PUR022976,20260503,124,178,23,3,87,116,301185,34937460,14,4891244,11,3305083,33351299,Completed,INV-SUP-202605-022976,2026-05-07
22977,PUR022977,20220315,64,291,13,15,87,143,319815,45733545,11,5030689,11,4477314,45180170,Completed,INV-SUP-202203-022977,2022-03-24
22978,PUR022978,20230823,129,115,19,17,227,119,77616,9236304,6,554178,0,0,8682126,Completed,INV-SUP-202308-022978,2023-08-30
22979,PUR022979,20261122,143,118,13,7,680,168,1110697,186597096,12,22391651,11,18062598,182268043,Completed,INV-SUP-202611-022979,2026-12-05
22980,PUR022980,20250106,78,33,21,14,92,78,19206,1498068,13,194748,11,143365,1446685,Completed,INV-SUP-202501-022980,2025-01-16
22981,PUR022981,20260108,60,137,18,17,736,116,117523,13632668,6,817960,0,0,12814708,Completed,INV-SUP-202601-022981,2026-01-18
22982,PUR022982,20240921,14,98,4,4,673,81,1856582,150383142,13,19549808,11,14391666,145225000,Completed,INV-SUP-202409-022982,2024-09-27
22983,PUR022983,20220327,78,198,7,18,891,129,502350,64803150,2,1296063,11,6985779,70492866,Completed,INV-SUP-202203-022983,2022-04-10
22984,PUR022984,20220607,121,86,1,5,649,81,1506700,122042700,1,1220427,11,13290450,134112723,Completed,INV-SUP-202206-022984,2022-06-21
22985,PUR022985,20260322,106,18,12,18,674,18,77518,1395324,5,69766,11,145811,1471369,Completed,INV-SUP-202603-022985,2026-03-27
22986,PUR022986,20250117,148,54,7,6,497,107,259500,27766500,5,1388325,11,2901599,29279774,Completed,INV-SUP-202501-022986,2025-01-26
22987,PUR022987,20221216,134,241,22,11,948,14,2500255,35003570,12,4200428,11,3388345,34191487,Completed,INV-SUP-202212-022987,2022-12-19
22988,PUR022988,20221001,112,39,21,2,449,21,1712700,35966700,12,4316004,11,3481576,35132272,Completed,INV-SUP-202210-022988,2022-10-05
22989,PUR022989,20240920,121,130,17,9,51,222,98400,21844800,3,655344,11,2330840,23520296,Completed,INV-SUP-202409-022989,2024-09-24
22990,PUR022990,20260515,142,90,8,16,760,66,225900,14909400,11,1640034,11,1459630,14728996,Completed,INV-SUP-202605-022990,2026-05-27
22991,PUR022991,20251026,102,187,1,7,651,426,43400,18488400,14,2588376,0,0,15900024,Pending,INV-SUP-202510-022991,2025-11-02
22992,PUR022992,20240302,62,33,10,3,712,94,555588,52225272,1,522252,11,5687332,57390352,Completed,INV-SUP-202403-022992,2024-03-15
22993,PUR022993,20241001,14,152,4,2,342,77,287140,22109780,11,2432075,11,2164547,21842252,Completed,INV-SUP-202410-022993,2024-10-08
22994,PUR022994,20250315,103,15,25,9,664,5,4268598,21342990,2,426859,11,2300774,23216905,Completed,INV-SUP-202503-022994,2025-03-24
22995,PUR022995,20230628,16,123,25,8,461,10,8879094,88790940,2,1775818,11,9571663,96586785,Completed,INV-SUP-202306-022995,2023-07-11
22996,PUR022996,20250202,39,10,12,12,583,130,24206,3146780,11,346145,11,308069,3108704,Completed,INV-SUP-202502-022996,2025-02-10
22997,PUR022997,20221202,49,32,10,10,647,52,917928,47732256,10,4773225,11,4725493,47684524,Completed,INV-SUP-202212-022997,2022-12-04
22998,PUR022998,20240119,119,175,5,13,219,15,3415400,51231000,7,3586170,11,5240931,52885761,Pending,INV-SUP-202401-022998,2024-01-27
22999,PUR022999,20220923,98,188,4,15,265,265,818958,217023870,1,2170238,11,23633899,238487531,Completed,INV-SUP-202209-022999,2022-10-01
23000,PUR023000,20230524,104,219,10,12,85,20,1741318,34826360,14,4875690,11,3294573,33245243,Completed,INV-SUP-202305-023000,2023-06-02
23001,PUR023001,20221105,45,299,9,7,901,87,1120924,97520388,7,6826427,11,9976335,100670296,Completed,INV-SUP-202211-023001,2022-11-19
23002,PUR023002,20260513,2,279,13,6,279,21,662184,13905864,14,1946820,11,1315494,13274538,Completed,INV-SUP-202605-023002,2026-05-18
23003,PUR023003,20240207,76,142,15,10,100,194,400869,77768586,12,9332230,11,7527999,75964355,Completed,INV-SUP-202402-023003,2024-02-21
23004,PUR023004,20260905,101,101,25,16,995,14,13133666,183871324,11,20225845,11,18001002,181646481,Completed,INV-SUP-202609-023004,2026-09-18
23005,PUR023005,20260902,22,176,24,11,247,20,10251178,205023560,7,14351649,11,20973910,211645821,Completed,INV-SUP-202609-023005,2026-09-08
23006,PUR023006,20260421,91,188,5,11,808,161,155338,25009418,5,1250470,11,2613484,26372432,Completed,INV-SUP-202604-023006,2026-05-02
23007,PUR023007,20230112,140,140,4,3,681,21,3063532,64334172,8,5146733,11,6510618,65698057,Completed,INV-SUP-202301-023007,2023-01-20
23008,PUR023008,20240214,16,120,1,14,749,119,243144,28934136,13,3761437,11,2768996,27941695,Completed,INV-SUP-202402-023008,2024-02-28
23009,PUR023009,20221229,106,166,6,8,179,22,728412,16025064,14,2243508,11,1515971,15297527,Completed,INV-SUP-202212-023009,2023-01-04
23010,PUR023010,20250906,35,275,6,13,408,241,684334,164924494,3,4947734,11,17597443,177574203,Cancelled,INV-SUP-202509-023010,2025-09-09
23011,PUR023011,20260808,38,192,14,18,14,108,299000,32292000,5,1614600,11,3374514,34051914,Completed,INV-SUP-202608-023011,2026-08-19
23012,PUR023012,20230831,22,160,21,5,316,9,4418750,39768750,10,3976875,11,3937106,39728981,Completed,INV-SUP-202308-023012,2023-09-06
23013,PUR023013,20240521,97,53,6,9,841,43,117564,5055252,0,0,0,0,5055252,Completed,INV-SUP-202405-023013,2024-06-03
23014,PUR023014,20220402,134,15,23,11,364,19,4196016,79724304,11,8769673,11,7805009,78759640,Completed,INV-SUP-202204-023014,2022-04-10
23015,PUR023015,20261120,118,168,7,6,769,57,10881200,620228400,0,0,11,68225124,688453524,Completed,INV-SUP-202611-023015,2026-11-26
23016,PUR023016,20230311,84,129,16,16,553,39,1346004,52494156,13,6824240,11,5023690,50693606,Completed,INV-SUP-202303-023016,2023-03-23
23017,PUR023017,20221121,75,156,16,12,267,24,9655173,231724152,2,4634483,11,24979863,252069532,Completed,INV-SUP-202211-023017,2022-11-30
23018,PUR023018,20230731,31,121,10,5,273,100,1334109,133410900,2,2668218,11,14381695,145124377,Completed,INV-SUP-202307-023018,2023-08-07
23019,PUR023019,20240213,130,67,17,8,580,22,6011300,132248600,1,1322486,11,14401872,145327986,Completed,INV-SUP-202402-023019,2024-02-26
23020,PUR023020,20231111,49,81,7,1,774,263,276522,72725286,6,4363517,11,7519794,75881563,Completed,INV-SUP-202311-023020,2023-11-14
23021,PUR023021,20230703,12,123,12,1,502,22,8187188,180118136,6,10807088,11,18624215,187935263,Completed,INV-SUP-202307-023021,2023-07-12
23022,PUR023022,20260711,47,223,10,3,430,25,6467576,161689400,9,14552046,11,16185108,163322462,Completed,INV-SUP-202607-023022,2026-07-25
23023,PUR023023,20230427,37,11,22,4,868,8,9409500,75276000,15,11291400,11,7038306,71022906,Completed,INV-SUP-202304-023023,2023-04-29
23024,PUR023024,20221216,139,243,9,10,807,366,433978,158835948,3,4765078,11,16947795,171018665,Completed,INV-SUP-202212-023024,2022-12-28
23025,PUR023025,20260521,28,146,13,2,435,105,461000,48405000,5,2420250,11,5058322,51043072,Completed,INV-SUP-202605-023025,2026-06-02
23026,PUR023026,20261125,66,265,18,10,348,26,1654900,43027400,1,430274,11,4685683,47282809,Completed,INV-SUP-202611-023026,2026-11-29
23027,PUR023027,20230114,137,252,21,10,544,14,8441425,118179950,7,8272596,11,12089808,121997162,Completed,INV-SUP-202301-023027,2023-01-19
23028,PUR023028,20230205,68,269,23,16,178,75,224100,16807500,10,1680750,11,1663942,16790692,Completed,INV-SUP-202302-023028,2023-02-11
23029,PUR023029,20250714,27,144,4,1,208,283,27192,7695336,1,76953,0,0,7618383,Completed,INV-SUP-202507-023029,2025-07-23
23030,PUR023030,20230213,66,90,5,2,209,11,1184700,13031700,7,912219,11,1333142,13452623,Completed,INV-SUP-202302-023030,2023-02-20
23031,PUR023031,20250910,30,270,21,13,18,75,2390266,179269950,0,0,11,19719694,198989644,Completed,INV-SUP-202509-023031,2025-09-23
23032,PUR023032,20260614,22,79,24,18,407,161,30090,4844490,1,48444,0,0,4796046,Completed,INV-SUP-202606-023032,2026-06-24
23033,PUR023033,20221027,58,277,17,6,741,28,3126354,87537912,0,0,11,9629170,97167082,Completed,INV-SUP-202210-023033,2022-10-30
23034,PUR023034,20231128,128,233,1,18,384,42,82518,3465756,4,138630,0,0,3327126,Completed,INV-SUP-202311-023034,2023-12-02
23035,PUR023035,20240623,45,173,24,18,544,20,8876550,177531000,4,7101240,11,18747273,189177033,Cancelled,INV-SUP-202406-023035,2024-07-05
23036,PUR023036,20230429,8,73,24,11,531,129,240210,30987090,9,2788838,11,3101807,31300059,Completed,INV-SUP-202304-023036,2023-05-09
23037,PUR023037,20241003,53,179,12,10,846,261,262444,68497884,6,4109873,11,7082681,71470692,Completed,INV-SUP-202410-023037,2024-10-17
23038,PUR023038,20250608,140,263,18,3,493,80,2162370,172989600,12,20758752,11,16745393,168976241,Completed,INV-SUP-202506-023038,2025-06-12
23039,PUR023039,20220803,10,237,22,18,793,9,4424406,39819654,7,2787375,11,4073550,41105829,Pending,INV-SUP-202208-023039,2022-08-12
23040,PUR023040,20221211,108,113,16,8,590,77,227799,17540523,12,2104862,11,1697922,17133583,Completed,INV-SUP-202212-023040,2022-12-16
23041,PUR023041,20230527,42,63,10,17,444,25,2615500,65387500,15,9808125,11,6113731,61693106,Completed,INV-SUP-202305-023041,2023-06-10
23042,PUR023042,20231227,140,273,22,12,904,152,533610,81108720,10,8110872,11,8029763,81027611,Completed,INV-SUP-202312-023042,2024-01-07
23043,PUR023043,20250719,126,172,13,17,15,507,40198,20380386,10,2038038,11,2017658,20360006,Completed,INV-SUP-202507-023043,2025-07-31
23044,PUR023044,20250115,9,138,18,1,159,56,47500,2660000,4,106400,11,280896,2834496,Completed,INV-SUP-202501-023044,2025-01-25
23045,PUR023045,20220102,110,194,13,3,398,8,9271053,74168424,9,6675158,11,7424259,74917525,Completed,INV-SUP-202201-023045,2022-01-13
23046,PUR023046,20260921,40,229,17,1,691,9,4494702,40452318,9,3640708,11,4049277,40860887,Completed,INV-SUP-202609-023046,2026-10-05
23047,PUR023047,20261213,44,212,17,9,678,473,1729629,818114517,11,89992596,11,80093411,808215332,Cancelled,INV-SUP-202612-023047,2026-12-20
23048,PUR023048,20230725,103,136,9,11,925,156,308050,48055800,8,3844464,11,4863246,49074582,Completed,INV-SUP-202307-023048,2023-07-30
23049,PUR023049,20231223,74,6,3,10,269,10,7090200,70902000,1,709020,11,7721227,77914207,Completed,INV-SUP-202312-023049,2023-12-28
23050,PUR023050,20231019,21,103,15,10,581,30,740322,22209660,1,222096,11,2418632,24406196,Completed,INV-SUP-202310-023050,2023-10-24
23051,PUR023051,20220206,138,51,19,9,826,256,40086,10262016,9,923581,11,1027227,10365662,Pending,INV-SUP-202202-023051,2022-02-13
23052,PUR023052,20230818,91,70,6,6,420,159,1854360,294843240,1,2948432,11,32108428,324003236,Completed,INV-SUP-202308-023052,2023-08-23
23053,PUR023053,20240612,7,164,1,11,412,94,948192,89130048,2,1782600,11,9608219,96955667,Completed,INV-SUP-202406-023053,2024-06-21
23054,PUR023054,20241005,39,66,2,9,374,300,1771638,531491400,5,26574570,11,55540851,560457681,Completed,INV-SUP-202410-023054,2024-10-15
23055,PUR023055,20260407,27,271,5,2,679,131,79478,10411618,9,937045,11,1042203,10516776,Completed,INV-SUP-202604-023055,2026-04-16
23056,PUR023056,20250628,143,167,3,18,996,319,1651754,526909526,9,47421857,11,52743643,532231312,Completed,INV-SUP-202506-023056,2025-07-09
23057,PUR023057,20251209,116,263,23,2,281,9,4927300,44345700,12,5321484,11,4292663,43316879,Completed,INV-SUP-202512-023057,2025-12-12
23058,PUR023058,20231013,73,53,23,13,667,88,3285940,289162720,5,14458136,11,30217504,304922088,Completed,INV-SUP-202310-023058,2023-10-17
23059,PUR023059,20260203,101,157,4,3,737,89,138031,12284759,4,491390,11,1297270,13090639,Completed,INV-SUP-202602-023059,2026-02-17
23060,PUR023060,20231003,94,248,10,16,335,81,154328,12500568,14,1750079,11,1182553,11933042,Completed,INV-SUP-202310-023060,2023-10-09
23061,PUR023061,20231222,46,232,4,13,863,36,73225,2636100,10,263610,0,0,2372490,Completed,INV-SUP-202312-023061,2024-01-03
23062,PUR023062,20240628,98,41,13,10,592,376,15141,5693016,2,113860,0,0,5579156,Completed,INV-SUP-202406-023062,2024-07-11
23063,PUR023063,20260913,147,140,24,4,228,21,715008,15015168,8,1201213,11,1519535,15333490,Completed,INV-SUP-202609-023063,2026-09-26
23064,PUR023064,20240329,127,161,3,4,155,114,32017,3649938,2,72998,11,393463,3970403,Completed,INV-SUP-202403-023064,2024-04-02
23065,PUR023065,20241026,24,290,10,7,965,25,2419000,60475000,14,8466500,11,5720935,57729435,Pending,INV-SUP-202410-023065,2024-10-29
23066,PUR023066,20241225,28,174,18,13,550,14,1834867,25688138,0,0,11,2825695,28513833,Completed,INV-SUP-202412-023066,2024-12-29
23067,PUR023067,20260621,98,57,2,12,516,20,746600,14932000,8,1194560,11,1511118,15248558,Completed,INV-SUP-202606-023067,2026-06-27
23068,PUR023068,20261004,43,192,4,17,135,272,56032,15240704,2,304814,11,1642947,16578837,Completed,INV-SUP-202610-023068,2026-10-06
23069,PUR023069,20261009,117,105,16,18,984,249,372690,92799810,15,13919971,11,8676782,87556621,Completed,INV-SUP-202610-023069,2026-10-23
23070,PUR023070,20231020,124,189,21,12,31,173,7840,1356320,2,27126,0,0,1329194,Completed,INV-SUP-202310-023070,2023-10-31
23071,PUR023071,20221113,125,210,6,15,607,153,8526,1304478,12,156537,11,126273,1274214,Completed,INV-SUP-202211-023071,2022-11-17
23072,PUR023072,20231004,83,275,6,12,20,136,891888,121296768,14,16981547,11,11474674,115789895,Completed,INV-SUP-202310-023072,2023-10-16
23073,PUR023073,20260517,141,264,3,13,719,17,7099915,120698555,1,1206985,11,13144072,132635642,Completed,INV-SUP-202605-023073,2026-05-26
23074,PUR023074,20260227,62,37,14,9,990,47,170030,7991410,3,239742,11,852683,8604351,Completed,INV-SUP-202602-023074,2026-03-12
23075,PUR023075,20221006,148,54,12,11,572,61,3108000,189588000,13,24646440,11,18143571,183085131,Pending,INV-SUP-202210-023075,2022-10-09
23076,PUR023076,20251209,78,173,4,17,520,134,346302,46404468,2,928089,11,5002401,50478780,Completed,INV-SUP-202512-023076,2025-12-14
23077,PUR023077,20230309,103,42,5,6,251,212,12028,2549936,15,382490,11,238419,2405865,Completed,INV-SUP-202303-023077,2023-03-15
23078,PUR023078,20250114,1,31,7,6,482,11,2775783,30533613,5,1526680,11,3190762,32197695,Completed,INV-SUP-202501-023078,2025-01-16
23079,PUR023079,20220801,85,169,12,5,912,24,5013834,120332016,5,6016600,11,12574695,126890111,Completed,INV-SUP-202208-023079,2022-08-13
23080,PUR023080,20220610,110,270,16,13,83,19,13304124,252778356,3,7583350,11,26971450,272166456,Completed,INV-SUP-202206-023080,2022-06-21
23081,PUR023081,20250903,93,292,15,18,185,80,29070,2325600,8,186048,11,235350,2374902,Completed,INV-SUP-202509-023081,2025-09-11
23082,PUR023082,20260104,114,234,6,7,19,154,145200,22360800,14,3130512,11,2115331,21345619,Completed,INV-SUP-202601-023082,2026-01-07
23083,PUR023083,20260711,15,81,16,14,88,68,2806818,190863624,9,17177726,11,19105448,192791346,Completed,INV-SUP-202607-023083,2026-07-25
23084,PUR023084,20241101,77,85,3,15,914,21,1501236,31525956,1,315259,11,3433176,34643873,Completed,INV-SUP-202411-023084,2024-11-09
23085,PUR023085,20261223,86,16,1,8,664,17,4184900,71143300,3,2134299,11,7590990,76599991,Completed,INV-SUP-202612-023085,2027-01-01
23086,PUR023086,20230115,51,159,13,1,225,141,125631,17713971,3,531419,0,0,17182552,Completed,INV-SUP-202301-023086,2023-01-18
23087,PUR023087,20230607,5,128,13,16,700,273,10878,2969694,10,296969,0,0,2672725,Completed,INV-SUP-202306-023087,2023-06-21
23088,PUR023088,20220222,96,37,25,7,905,459,80700,37041300,14,5185782,0,0,31855518,Completed,INV-SUP-202202-023088,2022-03-01
23089,PUR023089,20240731,35,5,9,12,235,167,414442,69211814,1,692118,11,7537166,76056862,Completed,INV-SUP-202407-023089,2024-08-13
23090,PUR023090,20220213,148,256,13,9,610,157,1037800,162934600,5,8146730,11,17026665,171814535,Completed,INV-SUP-202202-023090,2022-02-15
23091,PUR023091,20230904,11,11,6,15,301,60,68200,4092000,1,40920,11,445618,4496698,Completed,INV-SUP-202309-023091,2023-09-14
23092,PUR023092,20251228,145,170,16,16,785,65,1819521,118268865,15,17740329,11,11058138,111586674,Completed,INV-SUP-202512-023092,2025-12-31
23093,PUR023093,20230423,126,167,9,6,574,30,1842709,55281270,0,0,11,6080939,61362209,Completed,INV-SUP-202304-023093,2023-04-25
23094,PUR023094,20240213,57,41,24,10,964,299,101400,30318600,4,1212744,11,3201644,32307500,Completed,INV-SUP-202402-023094,2024-02-24
23095,PUR023095,20250418,68,98,14,17,526,71,2255128,160114088,12,19213690,11,15499043,156399441,Pending,INV-SUP-202504-023095,2025-04-21
23096,PUR023096,20260413,66,69,13,14,684,40,3178692,127147680,7,8900337,11,13007207,131254550,Completed,INV-SUP-202604-023096,2026-04-25
23097,PUR023097,20220321,77,63,17,10,567,28,8640624,241937472,6,14516248,11,25016334,252437558,Completed,INV-SUP-202203-023097,2022-03-25
23098,PUR023098,20261121,143,241,4,7,240,51,43904,2239104,3,67173,11,238912,2410843,Completed,INV-SUP-202611-023098,2026-12-05
23099,PUR023099,20240802,93,172,16,14,172,19,8096913,153841347,14,21537788,11,14553391,146856950,Completed,INV-SUP-202408-023099,2024-08-10
23100,PUR023100,20240403,146,56,4,12,724,14,4159152,58228128,13,7569656,11,5572431,56230903,Completed,INV-SUP-202404-023100,2024-04-15
23101,PUR023101,20230422,69,132,24,5,93,26,7697400,200132400,1,2001324,11,21794418,219925494,Completed,INV-SUP-202304-023101,2023-04-27
23102,PUR023102,20240101,120,296,2,13,913,193,2094064,404154352,2,8083087,11,43567839,439639104,Completed,INV-SUP-202401-023102,2024-01-10
23103,PUR023103,20260323,35,41,2,14,835,177,47998,8495646,0,0,11,934521,9430167,Completed,INV-SUP-202603-023103,2026-04-06
23104,PUR023104,20260606,117,38,2,8,6,13,5703992,74151896,0,0,11,8156708,82308604,Completed,INV-SUP-202606-023104,2026-06-14
23105,PUR023105,20230314,104,123,14,13,578,209,166800,34861200,10,3486120,11,3451258,34826338,Completed,INV-SUP-202303-023105,2023-03-28
23106,PUR023106,20241206,115,44,11,16,463,23,5716080,131469840,15,19720476,11,12292430,124041794,Completed,INV-SUP-202412-023106,2024-12-17
23107,PUR023107,20230525,149,20,7,15,323,13,5509676,71625788,3,2148773,11,7642471,77119486,Completed,INV-SUP-202305-023107,2023-06-03
23108,PUR023108,20230607,7,300,22,5,759,122,72963,8901486,10,890148,11,881247,8892585,Completed,INV-SUP-202306-023108,2023-06-21
23109,PUR023109,20261130,31,207,13,18,39,99,16218,1605582,12,192669,11,155420,1568333,Completed,INV-SUP-202611-023109,2026-12-14
23110,PUR023110,20241029,83,88,20,7,321,15,1329766,19946490,12,2393578,11,1930820,19483732,Completed,INV-SUP-202410-023110,2024-11-09
23111,PUR023111,20240329,53,93,2,11,888,151,33660,5082660,3,152479,11,542319,5472500,Completed,INV-SUP-202403-023111,2024-04-08
23112,PUR023112,20260116,39,98,25,10,699,90,2062312,185608080,15,27841212,11,17354355,175121223,Completed,INV-SUP-202601-023112,2026-01-24
23113,PUR023113,20230225,81,165,23,16,298,45,93753,4218885,4,168755,11,445514,4495644,Pending,INV-SUP-202302-023113,2023-02-28
23114,PUR023114,20240602,95,208,5,1,283,71,68012,4828852,11,531173,11,472744,4770423,Completed,INV-SUP-202406-023114,2024-06-09
23115,PUR023115,20240118,11,287,21,18,439,36,295300,10630800,5,531540,11,1110918,11210178,Completed,INV-SUP-202401-023115,2024-01-22
23116,PUR023116,20220104,85,139,21,17,790,266,1742654,463545964,11,50990056,11,45381149,457937057,Completed,INV-SUP-202201-023116,2022-01-07
23117,PUR023117,20240627,87,46,10,2,344,69,457835,31590615,11,3474967,11,3092721,31208369,Completed,INV-SUP-202406-023117,2024-07-03
23118,PUR023118,20230503,99,154,24,14,35,24,3606900,86565600,9,7790904,11,8665216,87439912,Completed,INV-SUP-202305-023118,2023-05-08
23119,PUR023119,20260225,3,44,16,5,339,18,15511146,279200628,7,19544043,11,28562224,288218809,Completed,INV-SUP-202602-023119,2026-03-04
23120,PUR023120,20221006,30,142,22,3,876,21,6301996,132341916,3,3970257,11,14120882,142492541,Completed,INV-SUP-202210-023120,2022-10-10
23121,PUR023121,20230819,118,101,17,2,242,261,50666,13223826,0,0,0,0,13223826,Completed,INV-SUP-202308-023121,2023-08-30
23122,PUR023122,20220416,94,241,8,14,558,99,555600,55004400,14,7700616,11,5203416,52507200,Completed,INV-SUP-202204-023122,2022-04-29
23123,PUR023123,20230824,136,15,21,13,162,21,2872584,60324264,8,4825941,11,6104815,61603138,Completed,INV-SUP-202308-023123,2023-09-04
23124,PUR023124,20240729,90,5,20,13,320,20,10160766,203215320,2,4064306,11,21906611,221057625,Completed,INV-SUP-202407-023124,2024-08-04
23125,PUR023125,20220806,27,17,15,3,775,29,6487470,188136630,9,16932296,11,18832476,190036810,Completed,INV-SUP-202208-023125,2022-08-18
23126,PUR023126,20240912,74,123,18,10,479,63,1666882,105013566,2,2100271,11,11320462,114233757,Pending,INV-SUP-202409-023126,2024-09-15
23127,PUR023127,20240415,9,242,24,13,394,89,2981454,265349406,10,26534940,11,26269591,265084057,Completed,INV-SUP-202404-023127,2024-04-27
23128,PUR023128,20251025,41,166,12,11,602,86,851522,73230892,14,10252324,11,6927642,69906210,Completed,INV-SUP-202510-023128,2025-11-05
23129,PUR023129,20230514,41,176,7,3,486,100,844668,84466800,0,0,11,9291348,93758148,Completed,INV-SUP-202305-023129,2023-05-22
23130,PUR023130,20230228,10,211,8,4,389,117,43632,5104944,3,153148,11,544697,5496493,Completed,INV-SUP-202302-023130,2023-03-07
23131,PUR023131,20220713,8,202,4,14,246,460,24888,11448480,3,343454,11,1221552,12326578,Completed,INV-SUP-202207-023131,2022-07-18
23132,PUR023132,20260805,110,17,7,8,735,225,71407,16066575,15,2409986,11,1502224,15158813,Completed,INV-SUP-202608-023132,2026-08-13
23133,PUR023133,20230811,143,63,11,6,520,147,360294,52963218,13,6885218,11,5068580,51146580,Completed,INV-SUP-202308-023133,2023-08-22
23134,PUR023134,20241128,121,124,12,16,953,64,702009,44928576,12,5391429,11,4349086,43886233,Completed,INV-SUP-202411-023134,2024-12-02
23135,PUR023135,20230829,117,121,16,1,328,366,543297,198846702,7,13919269,11,20342017,205269450,Completed,INV-SUP-202308-023135,2023-09-10
23136,PUR023136,20261229,25,233,17,9,832,29,5760275,167047975,1,1670479,11,18191524,183569020,Completed,INV-SUP-202612-023136,2027-01-10
23137,PUR023137,20220804,13,278,12,10,392,78,418275,32625450,2,652509,11,3517023,35489964,Completed,INV-SUP-202208-023137,2022-08-13
23138,PUR023138,20260731,106,260,7,8,871,86,398404,34262744,2,685254,11,3693523,37271013,Completed,INV-SUP-202607-023138,2026-08-02
23139,PUR023139,20240128,90,144,16,17,446,361,47236,17052196,4,682087,0,0,16370109,Completed,INV-SUP-202401-023139,2024-01-30
23140,PUR023140,20221119,31,16,7,1,171,3,3462426,10387278,12,1246473,11,1005488,10146293,Completed,INV-SUP-202211-023140,2022-11-27
23141,PUR023141,20250509,135,186,15,11,515,74,132613,9813362,8,785068,11,993112,10021406,Completed,INV-SUP-202505-023141,2025-05-21
