return_key,return_code,sales_key,sales_detail_key,product_key,stock_key,return_date_key,return_quantity,unit_price,gross_return,discount_amount,tax_amount,refund_amount,cost_price,return_reason,refund_method,return_status
679,RET000679,3877,10278,59,959,20230718,3,108200,324600,0,35706,360306,78200,Wrong Item Sent,E-Wallet,Completed
680,RET000680,8606,22789,883,14488,20241215,3,4216900,12650700,0,1391577,14042277,3218700,Quality Issue,E-Wallet,Completed
681,RET000681,11918,31619,932,15269,20240804,4,500400,2001600,0,220176,2221776,364600,Damaged Product,E-Wallet,Completed
682,RET000682,29679,78505,742,12180,20220811,1,3445000,3445000,0,378950,3823950,2754800,Defective Product,Store Credit,Completed
683,RET000683,29679,78509,255,4164,20220811,2,961800,1923600,0,211596,2135196,769300,Damaged Product,Bank Transfer,Completed
684,RET000684,15095,40055,610,9983,20250715,1,1451600,1451600,72580,151692,1530712,1037800,Wrong Item Sent,Bank Transfer,Completed
685,RET000685,5768,15407,312,5071,20220615,1,23087800,23087800,0,2539658,25627458,19709800,Defective Product,Bank Transfer,Completed
686,RET000686,5768,15408,597,9769,20220615,1,353000,353000,0,38830,391830,233200,Defective Product,E-Wallet,Completed
687,RET000687,8130,21530,996,16291,20220603,6,2286100,13716600,1371660,1357943,13702883,1635400,Wrong Item Sent,Bank Transfer,Completed
688,RET000688,8130,21532,331,5394,20220603,1,6618700,6618700,0,728057,7346757,5527300,Customer Changed Mind,E-Wallet,Completed
689,RET000689,14268,37913,547,8948,20230930,1,3371300,3371300,0,370843,3742143,2708000,Defective Product,E-Wallet,Completed
690,RET000690,18405,48800,518,8469,20240701,2,242000,484000,0,53240,537240,168000,Defective Product,E-Wallet,Completed
691,RET000691,29384,77717,731,11994,20230418,2,63800,127600,0,0,127600,54700,Damaged Product,E-Wallet,Completed
692,RET000692,11522,30528,550,9003,20230826,1,2385900,2385900,0,262449,2648349,1816700,Incorrect Size,Bank Transfer,Completed
693,RET000693,11522,30530,735,12056,20230826,6,90700,544200,0,59862,604062,70700,Damaged Product,Voucher,Completed
694,RET000694,4408,11696,511,8352,20230112,1,208500,208500,0,22935,231435,158800,Expired Product,Bank Transfer,Completed
695,RET000695,21154,56124,438,7132,20240109,1,565900,565900,28295,59136,596741,459800,Customer Changed Mind,Cash,Completed
696,RET000696,26909,71315,321,5226,20230902,1,1652800,1652800,0,181808,1834608,1316600,Damaged Product,Voucher,Completed
697,RET000697,13531,35913,35,567,20240826,1,4647000,4647000,10000,510070,5147070,3606900,Damaged Product,Bank Transfer,Completed
698,RET000698,262,681,293,4766,20251130,1,1920300,1920300,0,211233,2131533,1479000,Damaged Product,Cash,Completed
699,RET000699,7379,19593,275,4477,20260403,2,423200,846400,0,93104,939504,325300,Wrong Item Sent,E-Wallet,Pending
700,RET000700,7379,19594,732,12006,20260403,4,43200,172800,0,0,172800,37000,Damaged Product,Voucher,Completed
701,RET000701,26061,69097,7,110,20220218,1,50600,50600,0,5566,56166,35600,Wrong Item Sent,E-Wallet,Completed
702,RET000702,26061,69098,275,4475,20220218,1,423200,423200,0,46552,469752,325300,Damaged Product,Bank Transfer,Pending
703,RET000703,26061,69101,607,9929,20220218,1,10100,10100,505,1055,10650,8700,Customer Changed Mind,E-Wallet,Completed
704,RET000704,3692,9781,91,1483,20251016,1,448000,448000,22400,46816,472416,302900,Customer Changed Mind,Bank Transfer,Completed
705,RET000705,8035,21302,162,2673,20260211,1,3558400,3558400,0,391424,3949824,2901600,Late Delivery,Bank Transfer,Completed
706,RET000706,8035,21303,562,9222,20260211,1,1442400,1442400,0,158664,1601064,1068000,Customer Changed Mind,E-Wallet,Completed
707,RET000707,8035,21305,789,12960,20260211,1,164200,164200,0,18062,182262,104100,Defective Product,E-Wallet,Completed
708,RET000708,5771,15415,341,5548,20240702,1,1181500,1181500,0,129965,1311465,942000,Incorrect Size,Bank Transfer,Completed
709,RET000709,9232,24449,573,9406,20241115,3,371000,1113000,0,122430,1235430,281700,Quality Issue,E-Wallet,Completed
710,RET000710,28276,74868,890,14598,20260420,1,176700,176700,17670,17493,176523,138300,Customer Changed Mind,E-Wallet,Completed
711,RET000711,29288,77462,324,5274,20251015,6,6800,40800,0,4488,45288,5700,Customer Changed Mind,Cash,Completed
712,RET000712,14336,38074,278,4520,20260101,1,1114000,1114000,0,122540,1236540,883500,Wrong Item Sent,E-Wallet,Completed
713,RET000713,24952,66209,430,6984,20260315,1,6967800,6967800,0,766458,7734258,6279200,Defective Product,E-Wallet,Completed
714,RET000714,24952,66210,983,16080,20260315,1,4381400,4381400,219070,457856,4620186,3330000,Defective Product,Bank Transfer,Completed
715,RET000715,24952,66212,330,5369,20260315,4,822800,3291200,0,362032,3653232,556600,Defective Product,E-Wallet,Completed
716,RET000716,24952,66213,861,14115,20260315,2,683700,1367400,0,150414,1517814,510400,Expired Product,E-Wallet,Completed
717,RET000717,22890,60656,492,8035,20250831,1,2977700,2977700,0,327547,3305247,2635400,Quality Issue,E-Wallet,Completed
718,RET000718,22890,60657,997,16299,20250831,3,83100,249300,0,27423,276723,60600,Damaged Product,Store Credit,Completed
719,RET000719,22890,60659,122,1992,20250831,2,456800,913600,0,100496,1014096,321200,Incorrect Size,E-Wallet,Pending
720,RET000720,22890,60661,657,10760,20250831,1,535500,535500,53550,53014,534964,358800,Damaged Product,E-Wallet,Completed
721,RET000721,22881,60628,188,3099,20221013,1,3419600,3419600,0,376156,3795756,2480200,Wrong Item Sent,Store Credit,Completed
722,RET000722,22881,60629,546,8938,20221013,1,42500,42500,0,0,42500,35600,Damaged Product,E-Wallet,Pending
723,RET000723,17523,46423,542,8864,20260519,2,2455500,4911000,37500,536085,5409585,1555300,Defective Product,Bank Transfer,Completed
724,RET000724,17523,46424,562,9222,20260519,1,1442400,1442400,18750,156601,1580251,1068000,Defective Product,Store Credit,Completed
725,RET000725,18155,48133,205,3369,20230809,1,66900,66900,0,7359,74259,46200,Defective Product,Bank Transfer,Completed
726,RET000726,22758,60326,429,6977,20230628,2,1431800,2863600,0,314996,3178596,1107200,Damaged Product,Voucher,Completed
727,RET000727,29578,78244,361,5875,20250430,1,4471600,4471600,5000,491326,4957926,3606200,Wrong Item Sent,Store Credit,Completed
728,RET000728,23290,61785,349,5675,20230506,1,74800,74800,0,8228,83028,52600,Late Delivery,E-Wallet,Completed
729,RET000729,23290,61786,758,12433,20230506,1,6331300,6331300,0,696443,7027743,5240500,Customer Changed Mind,E-Wallet,Completed
730,RET000730,23290,61787,301,4879,20230506,3,85600,256800,0,28248,285048,68200,Customer Changed Mind,E-Wallet,Completed
731,RET000731,9629,25504,333,5426,20260126,1,145900,145900,29180,12839,129559,102300,Damaged Product,E-Wallet,Completed
732,RET000732,12702,33718,150,2477,20260116,2,1877900,3755800,0,413138,4168938,1430500,Quality Issue,E-Wallet,Completed
733,RET000733,18424,48848,203,3334,20230726,4,531200,2124800,0,233728,2358528,387900,Damaged Product,Store Credit,Completed
734,RET000734,18424,48850,910,14904,20230726,1,6896500,6896500,0,758615,7655115,6130800,Wrong Item Sent,Bank Transfer,Completed
735,RET000735,8336,22042,696,11401,20220327,1,4317800,4317800,0,474958,4792758,3327500,Damaged Product,E-Wallet,Completed
736,RET000736,18665,49469,777,12773,20220921,1,885000,885000,0,97350,982350,659800,Wrong Item Sent,Bank Transfer,Completed
737,RET000737,3009,8032,135,2219,20260616,5,75700,378500,0,41635,420135,54400,Defective Product,Cash,Completed
738,RET000738,3009,8033,254,4155,20260616,2,635200,1270400,0,139744,1410144,400900,Wrong Item Sent,Voucher,Completed
739,RET000739,20848,55311,94,1538,20240505,1,1277700,1277700,63885,133519,1347334,856400,Defective Product,E-Wallet,Completed
740,RET000740,20848,55312,213,3498,20240505,1,16900,16900,0,1859,18759,12400,Late Delivery,E-Wallet,Completed
741,RET000741,20848,55313,500,8177,20240505,2,493700,987400,0,108614,1096014,402800,Defective Product,E-Wallet,Completed
742,RET000742,20848,55315,777,12771,20240505,4,885000,3540000,0,389400,3929400,659800,Incorrect Size,Store Credit,Completed
743,RET000743,20848,55316,38,615,20240505,1,313700,313700,0,34507,348207,208000,Customer Changed Mind,Bank Transfer,Completed
744,RET000744,23713,62904,243,3964,20230407,1,2516400,2516400,0,276804,2793204,1658400,Customer Changed Mind,E-Wallet,Completed
745,RET000745,23713,62905,815,13374,20230407,1,9962100,9962100,0,1095831,11057931,8491500,Quality Issue,Store Credit,Completed
746,RET000746,23713,62906,675,11049,20230407,9,76200,685800,0,0,685800,65400,Defective Product,Bank Transfer,Completed
747,RET000747,23713,62909,692,11330,20230407,3,156700,470100,0,51711,521811,111100,Expired Product,E-Wallet,Completed
748,RET000748,28377,75107,272,4438,20220827,2,4193600,8387200,0,922592,9309792,3193300,Customer Changed Mind,E-Wallet,Completed
749,RET000749,28377,75110,120,1969,20220827,2,167700,335400,0,36894,372294,137800,Defective Product,Bank Transfer,Completed
750,RET000750,11147,29518,825,13540,20230629,1,3209800,3209800,160490,335424,3384734,2774900,Customer Changed Mind,Bank Transfer,Completed
751,RET000751,15101,40070,928,15204,20250323,1,771600,771600,50000,79376,800976,559800,Damaged Product,Voucher,Completed
752,RET000752,15101,40071,292,4761,20250323,3,483600,1450800,90000,149688,1510488,346800,Defective Product,E-Wallet,Completed
753,RET000753,15101,40073,771,12678,20250323,1,633300,633300,150000,53163,536463,486400,Customer Changed Mind,Bank Transfer,Completed
754,RET000754,24110,63990,430,6984,20220613,2,6967800,13935600,696780,1456270,14695090,6279200,Expired Product,E-Wallet,Completed
755,RET000755,10983,29079,417,6775,20220806,1,636800,636800,0,70048,706848,499100,Defective Product,E-Wallet,Completed
756,RET000756,19395,51431,698,11419,20250521,1,1664300,1664300,83215,173919,1755004,1304500,Customer Changed Mind,E-Wallet,Completed
757,RET000757,12377,32820,619,10142,20230612,1,610700,610700,0,67177,677877,391100,Damaged Product,Bank Transfer,Completed
758,RET000758,12377,32823,785,12905,20230612,1,2025900,2025900,0,222849,2248749,1837900,Customer Changed Mind,Bank Transfer,Completed
759,RET000759,22090,58573,850,13947,20240921,1,1517400,1517400,1999,166694,1682095,999300,Wrong Item Sent,E-Wallet,Completed
760,RET000760,22090,58577,476,7764,20240921,1,143800,143800,10000,14718,148518,119100,Late Delivery,E-Wallet,Completed
761,RET000761,26080,69150,844,13838,20221125,4,304200,1216800,0,133848,1350648,198400,Damaged Product,E-Wallet,Completed
762,RET000762,26080,69151,574,9410,20221125,2,2268300,4536600,0,499026,5035626,1899700,Duplicate Order,E-Wallet,Completed
763,RET000763,27112,71831,441,7171,20251002,2,14338400,28676800,0,3154448,31831248,12390000,Defective Product,Voucher,Completed
764,RET000764,27349,72431,281,4568,20240425,1,5989900,5989900,0,658889,6648789,4927300,Quality Issue,E-Wallet,Completed
765,RET000765,26369,69881,125,2045,20251103,2,22100,44200,0,4862,49062,15300,Incorrect Size,Bank Transfer,Completed
766,RET000766,27898,73874,604,9886,20260723,3,229200,687600,0,75636,763236,170600,Damaged Product,Store Credit,Completed
767,RET000767,15339,40678,30,493,20230306,4,404500,1618000,0,177980,1795980,315900,Quality Issue,Bank Transfer,Completed
768,RET000768,13797,36654,284,4614,20250624,3,99400,298200,0,32802,331002,82600,Duplicate Order,E-Wallet,Completed
769,RET000769,13797,36655,768,12613,20250624,1,49400,49400,0,5434,54834,36400,Customer Changed Mind,Bank Transfer,Completed
770,RET000770,13797,36657,930,15229,20250624,2,919100,1838200,0,202202,2040402,668600,Expired Product,Voucher,Completed
771,RET000771,7247,19249,398,6464,20220326,1,10661700,10661700,0,1172787,11834487,9364700,Late Delivery,Cash,Rejected
772,RET000772,21652,57413,554,9079,20250429,1,1310600,1310600,0,144166,1454766,895300,Customer Changed Mind,Bank Transfer,Completed
773,RET000773,3566,9479,303,4925,20221008,1,1535700,1535700,76785,160480,1619395,1120200,Quality Issue,E-Wallet,Completed
774,RET000774,3566,9480,312,5080,20221008,1,23087800,23087800,0,2539658,25627458,19709800,Damaged Product,Cash,Completed
775,RET000775,13730,36457,109,1779,20241119,1,1013600,1013600,50000,105996,1069596,816400,Defective Product,E-Wallet,Completed
776,RET000776,10956,29021,227,3707,20260702,2,92100,184200,18420,0,165780,79200,Wrong Item Sent,E-Wallet,Completed
777,RET000777,5640,15035,178,2941,20240328,1,301100,301100,0,33121,334221,224100,Damaged Product,Bank Transfer,Completed
778,RET000778,26713,70775,490,8010,20240623,4,12600,50400,0,5544,55944,10000,Incorrect Size,E-Wallet,Completed
779,RET000779,26713,70778,87,1417,20240623,1,406700,406700,20335,42500,428865,310500,Quality Issue,Bank Transfer,Completed
780,RET000780,26713,70779,578,9476,20240623,1,214400,214400,0,23584,237984,166800,Quality Issue,Store Credit,Completed
781,RET000781,15992,42383,623,10208,20241018,1,910100,910100,5000,99561,1004661,656700,Defective Product,E-Wallet,Completed
782,RET000782,4624,12280,481,7836,20220220,4,729200,2916800,0,320848,3237648,507500,Customer Changed Mind,Store Credit,Completed
783,RET000783,15567,41273,283,4597,20250703,4,84700,338800,67760,29814,300854,69400,Incorrect Size,E-Wallet,Completed
784,RET000784,9711,25715,442,7186,20250417,1,20819600,20819600,0,2290156,23109756,17714200,Quality Issue,E-Wallet,Completed
785,RET000785,9711,25716,927,15174,20250417,1,9451900,9451900,0,1039709,10491609,7273200,Damaged Product,Store Credit,Completed
786,RET000786,6961,18472,359,5841,20221207,1,3997600,3997600,0,439736,4437336,3180300,Incorrect Size,Cash,Completed
787,RET000787,6961,18473,550,9016,20221207,2,2385900,4771800,0,524898,5296698,1816700,Quality Issue,Bank Transfer,Completed
788,RET000788,6961,18474,687,11257,20221207,1,1283000,1283000,64150,134073,1352923,910000,Incorrect Size,Voucher,Rejected
789,RET000789,9588,25381,534,8725,20231204,4,1758100,7032400,0,773564,7805964,1257800,Wrong Item Sent,E-Wallet,Completed
790,RET000790,9588,25382,232,3781,20231204,3,2541800,7625400,0,838794,8464194,1819400,Customer Changed Mind,Bank Transfer,Completed
791,RET000791,10172,26958,678,11108,20250225,1,2447700,2447700,122385,255784,2581099,1747100,Defective Product,Cash,Pending
792,RET000792,10172,26959,932,15271,20250225,1,500400,500400,0,55044,555444,364600,Incorrect Size,Cash,Completed
793,RET000793,5942,15874,142,2335,20250611,2,579600,1159200,0,127512,1286712,416000,Incorrect Size,Voucher,Completed
794,RET000794,5942,15875,425,6910,20250611,1,20067400,20067400,0,2207414,22274814,17542900,Expired Product,E-Wallet,Pending
795,RET000795,12560,33337,755,12401,20230524,1,13689500,13689500,0,1505845,15195345,11882400,Duplicate Order,Voucher,Completed
796,RET000796,17335,45919,692,11330,20250626,4,156700,626800,0,68948,695748,111100,Wrong Item Sent,Store Credit,Completed
797,RET000797,10411,27585,167,2759,20260227,2,48400,96800,0,10648,107448,33900,Damaged Product,Bank Transfer,Completed
798,RET000798,4291,11386,715,11730,20260805,1,63600,63600,3180,6646,67066,50300,Incorrect Size,Bank Transfer,Completed
799,RET000799,7836,20784,442,7195,20231214,1,20819600,20819600,1040980,2175648,21954268,17714200,Quality Issue,E-Wallet,Completed
800,RET000800,7836,20785,414,6733,20231214,1,19000,19000,0,2090,21090,16000,Quality Issue,Bank Transfer,Completed
801,RET000801,7836,20786,40,653,20231214,4,420700,1682800,84140,175852,1774512,315100,Customer Changed Mind,Bank Transfer,Completed
802,RET000802,7836,20787,871,14299,20231214,1,528900,528900,0,58179,587079,386800,Damaged Product,Bank Transfer,Completed
803,RET000803,14105,37457,368,5977,20240613,1,22997000,22997000,0,2529670,25526670,19535100,Damaged Product,Cash,Completed
804,RET000804,14105,37458,618,10119,20240613,2,15397000,30794000,0,3387340,34181340,13391900,Incorrect Size,E-Wallet,Completed
805,RET000805,3048,8124,593,9710,20230414,2,3481400,6962800,0,765908,7728708,3187300,Defective Product,E-Wallet,Completed
806,RET000806,6030,16123,934,15297,20250921,2,8295900,16591800,0,1825098,18416898,6591700,Damaged Product,Cash,Pending
807,RET000807,6030,16124,907,14861,20250921,1,5677800,5677800,0,624558,6302358,4873100,Wrong Item Sent,Cash,Completed
808,RET000808,20899,55448,722,11845,20220330,2,176300,352600,0,38786,391386,123000,Incorrect Size,Store Credit,Completed
809,RET000809,8095,21445,51,825,20230118,1,148500,148500,0,16335,164835,98400,Duplicate Order,Store Credit,Completed
810,RET000810,8095,21447,842,13803,20230118,1,8965500,8965500,0,986205,9951705,7478800,Incorrect Size,E-Wallet,Completed
811,RET000811,14915,39574,731,11979,20220516,4,63800,255200,0,0,255200,54700,Late Delivery,Cash,Completed
812,RET000812,2350,6259,657,10772,20230916,3,535500,1606500,0,176715,1783215,358800,Quality Issue,Bank Transfer,Completed
813,RET000813,18068,47902,805,13226,20230704,3,490900,1472700,0,161997,1634697,369600,Damaged Product,Cash,Completed
814,RET000814,18068,47903,556,9122,20230704,2,38600,77200,3860,8067,81407,33000,Damaged Product,E-Wallet,Completed
815,RET000815,29032,76854,351,5718,20260810,7,447500,3132500,0,344575,3477075,307400,Damaged Product,Bank Transfer,Completed
816,RET000816,8091,21435,504,8233,20230622,2,855700,1711400,0,188254,1899654,686500,Defective Product,Bank Transfer,Completed
817,RET000817,8091,21438,813,13346,20230622,3,15300,45900,0,0,45900,13300,Expired Product,E-Wallet,Completed
818,RET000818,707,1809,439,7151,20231226,1,421700,421700,0,46387,468087,295300,Incorrect Size,E-Wallet,Completed
819,RET000819,10707,28337,521,8521,20241026,1,10567100,10567100,0,1162381,11729481,8248800,Incorrect Size,Bank Transfer,Completed
820,RET000820,29392,77746,270,4403,20231125,5,29100,145500,0,16005,161505,23500,Customer Changed Mind,E-Wallet,Completed
821,RET000821,5333,14272,636,10422,20230815,2,535000,1070000,0,117700,1187700,427500,Customer Changed Mind,Bank Transfer,Completed
822,RET000822,29803,78838,183,3025,20240520,2,4335100,8670200,0,953722,9623922,3699000,Customer Changed Mind,Bank Transfer,Completed
823,RET000823,20862,55346,770,12646,20260411,2,44000,88000,26400,6776,68376,32300,Late Delivery,E-Wallet,Completed
824,RET000824,3816,10122,518,8476,20260227,1,242000,242000,37500,22495,226995,168000,Expired Product,Bank Transfer,Completed
825,RET000825,7904,20965,618,10127,20250702,1,15397000,15397000,10000,1692570,17079570,13391900,Defective Product,Store Credit,Completed
826,RET000826,7904,20966,358,5826,20250702,2,62400,124800,0,0,124800,52200,Duplicate Order,Voucher,Completed
