inventory_key,inventory_code,purchase_key,inventory_date_key,product_key,store_key,received_quantity,accepted_quantity,damaged_quantity,inventory_status,batch_number,warehouse_location,expiry_date
23031,INV023031,25640,20250116,260,24,160,160,0,Received,BAT00023031,E-03-02,
23032,INV023032,25641,20260810,576,25,18,18,0,Received,BAT00023032,C-10-06,
23033,INV023033,25644,20231126,575,1,69,69,0,Received,BAT00023033,B-07-01,
23034,INV023034,25646,20260729,318,10,24,24,0,Received,BAT00023034,D-10-05,
23035,INV023035,25647,20230530,644,6,66,66,0,Received,BAT00023035,D-12-05,2024-11-20
23036,INV023036,25648,20250728,316,9,5,5,0,Received,BAT00023036,B-19-02,
23037,INV023037,25649,20241209,361,15,23,23,0,Received,BAT00023037,B-04-04,
23038,INV023038,25650,20240604,282,21,62,62,0,Received,BAT00023038,D-02-05,
23039,INV023039,25651,20261213,442,20,18,18,0,Received,BAT00023039,A-09-05,
23040,INV023040,25653,20240711,279,10,56,56,0,Received,BAT00023040,B-18-02,
23041,INV023041,25654,20240807,123,19,70,70,0,Received,BAT00023041,A-12-02,
23042,INV023042,25655,20230515,695,14,74,74,0,Received,BAT00023042,A-08-04,
23043,INV023043,25656,20230101,868,10,25,25,0,Received,BAT00023043,A-01-01,
23044,INV023044,25657,20230524,40,8,231,231,0,Received,BAT00023044,D-08-04,
23045,INV023045,25659,20240407,312,23,20,20,0,Received,BAT00023045,E-06-01,
23046,INV023046,25660,20240612,287,18,20,20,0,Received,BAT00023046,B-10-01,
23047,INV023047,25661,20260323,454,22,84,84,0,Received,BAT00023047,E-07-02,2028-03-22
23048,INV023048,25662,20251124,709,6,60,60,0,Received,BAT00023048,D-15-03,
23049,INV023049,25663,20240525,948,19,68,68,0,Received,BAT00023049,A-16-04,
23050,INV023050,25664,20260623,50,19,38,38,0,Received,BAT00023050,D-03-03,
23051,INV023051,25665,20261109,660,18,59,59,0,Received,BAT00023051,C-05-05,
23052,INV023052,25666,20250404,370,3,31,31,0,Received,BAT00023052,D-19-06,
23053,INV023053,25667,20231110,823,2,296,296,0,Received,BAT00023053,E-19-02,
23054,INV023054,25668,20240911,355,16,36,33,3,Partial,BAT00023054,A-09-03,
23055,INV023055,25669,20230930,664,6,12,12,0,Received,BAT00023055,A-05-05,
23056,INV023056,25670,20260413,512,5,552,552,0,Received,BAT00023056,A-02-02,2027-04-13
23057,INV023057,25671,20230510,686,24,32,32,0,Received,BAT00023057,B-10-02,
23058,INV023058,25672,20220725,243,8,75,75,0,Received,BAT00023058,D-12-03,
23059,INV023059,25673,20251030,894,6,24,22,2,Partial,BAT00023059,E-17-02,
23060,INV023060,25674,20251229,568,18,580,580,0,Received,BAT00023060,C-03-03,2026-12-29
23061,INV023061,25675,20220219,471,1,17,17,0,Received,BAT00023061,C-15-03,
23062,INV023062,25676,20240408,2,10,58,58,0,Received,BAT00023062,B-20-04,
23063,INV023063,25677,20230222,402,13,200,200,0,Received,BAT00023063,D-05-05,2025-02-21
23064,INV023064,25678,20220504,876,20,15,15,0,Received,BAT00023064,D-09-02,
23065,INV023065,25680,20241206,43,5,226,226,0,Received,BAT00023065,E-14-03,
23066,INV023066,25682,20260417,931,3,8,8,0,Received,BAT00023066,B-17-06,
23067,INV023067,25683,20221221,149,15,79,78,1,Partial,BAT00023067,C-07-05,
23068,INV023068,25684,20260603,102,12,107,107,0,Received,BAT00023068,D-17-06,
23069,INV023069,25685,20220712,925,20,93,93,0,Received,BAT00023069,B-07-03,2024-07-11
23070,INV023070,25686,20251130,514,2,169,169,0,Received,BAT00023070,E-05-06,
23071,INV023071,25687,20240910,693,16,17,17,0,Received,BAT00023071,B-08-05,
23072,INV023072,25688,20220811,989,4,25,25,0,Received,BAT00023072,A-18-06,
23073,INV023073,25689,20260724,852,2,61,61,0,Received,BAT00023073,D-09-04,
23074,INV023074,25690,20260103,353,21,10,10,0,Received,BAT00023074,D-11-02,
23075,INV023075,25691,20251026,717,8,40,40,0,Received,BAT00023075,C-15-04,
23076,INV023076,25693,20260225,249,6,8,8,0,Received,BAT00023076,D-01-06,
23077,INV023077,25694,20240917,679,12,64,64,0,Received,BAT00023077,E-05-01,
23078,INV023078,25695,20261206,614,21,53,53,0,Received,BAT00023078,D-14-03,
23079,INV023079,25696,20241116,143,8,50,50,0,Received,BAT00023079,D-20-05,
23080,INV023080,25697,20230301,326,24,416,416,0,Received,BAT00023080,D-03-02,
23081,INV023081,25698,20230912,232,10,476,476,0,Received,BAT00023081,A-20-03,
23082,INV023082,25699,20220526,956,22,145,145,0,Received,BAT00023082,C-08-03,
23083,INV023083,25700,20260616,820,4,40,40,0,Received,BAT00023083,D-03-01,
23084,INV023084,25701,20260211,705,9,105,105,0,Received,BAT00023084,B-16-01,2027-08-05
23085,INV023085,25702,20230812,411,6,428,428,0,Received,BAT00023085,E-05-04,
23086,INV023086,25703,20221205,191,17,75,75,0,Received,BAT00023086,D-01-06,
23087,INV023087,25704,20221003,444,4,58,58,0,Received,BAT00023087,A-01-04,
23088,INV023088,25705,20220922,279,9,38,38,0,Received,BAT00023088,A-03-02,
23089,INV023089,25706,20260513,315,15,49,49,0,Received,BAT00023089,B-04-06,
23090,INV023090,25707,20240926,711,16,7,6,1,Partial,BAT00023090,D-07-03,
23091,INV023091,25708,20220629,874,14,26,26,0,Received,BAT00023091,D-15-03,
23092,INV023092,25709,20230319,391,19,243,243,0,Received,BAT00023092,B-11-01,2025-03-18
23093,INV023093,25710,20260514,436,3,70,70,0,Received,BAT00023093,C-02-02,
23094,INV023094,25711,20250915,11,5,13,13,0,Received,BAT00023094,E-03-01,
23095,INV023095,25712,20250425,363,5,19,19,0,Received,BAT00023095,A-13-05,
23096,INV023096,25715,20240223,207,12,110,110,0,Received,BAT00023096,D-17-02,
23097,INV023097,25716,20230906,105,25,18,18,0,Received,BAT00023097,D-07-05,
23098,INV023098,25718,20220426,123,20,75,75,0,Received,BAT00023098,C-13-03,
23099,INV023099,25719,20250118,901,13,160,160,0,Received,BAT00023099,B-03-04,
23100,INV023100,25720,20261112,331,12,11,11,0,Received,BAT00023100,B-10-05,
23101,INV023101,25721,20261209,814,5,412,412,0,Received,BAT00023101,A-02-05,2027-12-09
23102,INV023102,25723,20240306,617,10,16,15,1,Partial,BAT00023102,B-20-02,
23103,INV023103,25724,20261205,817,18,342,342,0,Received,BAT00023103,E-08-03,
23104,INV023104,25725,20260315,130,2,206,206,0,Received,BAT00023104,A-16-01,
23105,INV023105,25727,20230527,612,1,206,206,0,Received,BAT00023105,B-01-06,
23106,INV023106,25728,20260516,355,15,32,32,0,Received,BAT00023106,E-13-04,
23107,INV023107,25729,20230908,25,18,182,182,0,Received,BAT00023107,C-06-05,
23108,INV023108,25730,20230305,146,3,578,528,50,Partial,BAT00023108,C-11-01,2024-03-04
23109,INV023109,25731,20240704,698,9,37,37,0,Received,BAT00023109,D-06-06,
23110,INV023110,25732,20220509,760,12,175,175,0,Received,BAT00023110,B-05-03,
23111,INV023111,25733,20260228,608,20,10,10,0,Received,BAT00023111,B-01-04,
23112,INV023112,25734,20220917,46,8,121,121,0,Received,BAT00023112,A-07-05,2024-03-10
23113,INV023113,25735,20251124,802,16,166,166,0,Received,BAT00023113,D-07-01,2027-05-18
23114,INV023114,25736,20240423,667,19,117,117,0,Received,BAT00023114,A-01-02,
23115,INV023115,25737,20250507,535,14,17,17,0,Received,BAT00023115,E-11-04,
23116,INV023116,25738,20250320,867,20,49,49,0,Received,BAT00023116,B-17-02,
23117,INV023117,25739,20260412,812,1,110,110,0,Received,BAT00023117,D-12-04,
23118,INV023118,25740,20270111,990,15,196,196,0,Received,BAT00023118,C-11-06,2028-07-04
23119,INV023119,25741,20231224,389,24,57,57,0,Received,BAT00023119,C-20-01,
23120,INV023120,25742,20220216,98,6,6,6,0,Received,BAT00023120,A-07-05,
23121,INV023121,25743,20260903,854,20,24,24,0,Received,BAT00023121,B-09-01,
23122,INV023122,25744,20230130,780,21,411,411,0,Received,BAT00023122,B-09-02,2024-01-30
23123,INV023123,25745,20220516,840,24,38,38,0,Received,BAT00023123,D-03-04,
23124,INV023124,25746,20240501,33,6,10,10,0,Received,BAT00023124,A-20-02,
23125,INV023125,25747,20260721,188,11,69,69,0,Received,BAT00023125,B-15-05,
23126,INV023126,25748,20251202,480,21,12,12,0,Received,BAT00023126,B-06-01,
23127,INV023127,25749,20221121,292,11,188,188,0,Received,BAT00023127,E-09-01,2024-05-14
23128,INV023128,25750,20231006,86,13,17,17,0,Received,BAT00023128,C-06-01,
23129,INV023129,25751,20260428,470,22,78,78,0,Received,BAT00023129,D-01-05,
23130,INV023130,25752,20230116,147,11,29,28,1,Partial,BAT00023130,B-01-03,
23131,INV023131,25753,20231005,287,16,25,25,0,Received,BAT00023131,B-16-06,
23132,INV023132,25754,20220128,984,1,170,170,0,Received,BAT00023132,C-12-06,2024-01-28
23133,INV023133,25755,20220311,810,11,426,426,0,Received,BAT00023133,E-03-01,2023-03-11
23134,INV023134,25756,20231211,46,1,185,185,0,Received,BAT00023134,A-11-06,2025-06-03
23135,INV023135,25757,20230531,997,4,70,0,70,Rejected,BAT00023135,B-15-06,
23136,INV023136,25758,20260828,796,3,69,69,0,Received,BAT00023136,C-17-06,
23137,INV023137,25760,20241012,311,15,133,133,0,Received,BAT00023137,C-04-02,
23138,INV023138,25761,20261226,977,5,22,22,0,Received,BAT00023138,C-06-03,
23139,INV023139,25762,20260409,803,8,63,63,0,Received,BAT00023139,B-18-01,
23140,INV023140,25763,20240530,990,2,167,167,0,Received,BAT00023140,B-12-01,2025-11-21
23141,INV023141,25764,20260409,317,6,66,66,0,Received,BAT00023141,A-15-01,
23142,INV023142,25765,20250115,590,16,94,94,0,Received,BAT00023142,E-15-02,2026-07-09
23143,INV023143,25767,20221106,75,15,80,80,0,Received,BAT00023143,C-09-04,
23144,INV023144,25768,20231026,297,12,17,17,0,Received,BAT00023144,D-05-03,
23145,INV023145,25769,20230720,207,24,124,124,0,Received,BAT00023145,B-15-04,
23146,INV023146,25770,20230718,102,18,98,98,0,Received,BAT00023146,A-07-04,
23147,INV023147,25771,20220514,615,11,23,23,0,Received,BAT00023147,B-19-05,
23148,INV023148,25772,20230830,753,7,65,65,0,Received,BAT00023148,B-18-01,
23149,INV023149,25773,20220212,893,14,66,66,0,Received,BAT00023149,C-06-03,2023-08-06
23150,INV023150,25774,20260705,456,16,13,13,0,Received,BAT00023150,D-20-03,
23151,INV023151,25775,20230609,213,9,245,245,0,Received,BAT00023151,D-05-05,2025-06-08
23152,INV023152,25777,20250825,254,22,98,98,0,Received,BAT00023152,B-07-03,
23153,INV023153,25778,20250505,140,24,234,234,0,Received,BAT00023153,B-09-06,
23154,INV023154,25779,20230923,381,4,28,27,1,Partial,BAT00023154,C-05-01,
23155,INV023155,25780,20231124,714,2,30,30,0,Received,BAT00023155,A-15-02,
23156,INV023156,25781,20261128,743,24,6,5,1,Partial,BAT00023156,C-13-05,
23157,INV023157,25782,20251030,188,12,51,51,0,Received,BAT00023157,B-06-05,
23158,INV023158,25784,20261011,666,2,110,110,0,Received,BAT00023158,A-11-01,
23159,INV023159,25785,20231227,901,13,160,155,5,Partial,BAT00023159,B-02-02,
23160,INV023160,25786,20250704,409,16,17,17,0,Received,BAT00023160,B-01-06,
23161,INV023161,25787,20250908,417,3,9,9,0,Received,BAT00023161,A-20-02,
23162,INV023162,25788,20260528,577,20,40,40,0,Received,BAT00023162,E-06-03,
23163,INV023163,25789,20251025,201,23,17,17,0,Received,BAT00023163,B-10-03,
23164,INV023164,25790,20241203,148,3,26,26,0,Received,BAT00023164,A-16-05,
23165,INV023165,25791,20261111,195,6,63,57,6,Partial,BAT00023165,B-11-06,
23166,INV023166,25792,20240425,799,14,248,248,0,Received,BAT00023166,D-19-04,
23167,INV023167,25794,20260930,656,15,244,240,4,Partial,BAT00023167,B-07-05,2027-09-30
23168,INV023168,25795,20241031,796,14,120,120,0,Received,BAT00023168,C-18-04,
23169,INV023169,25796,20260523,71,14,93,93,0,Received,BAT00023169,D-01-04,
23170,INV023170,25798,20220510,400,2,4,4,0,Received,BAT00023170,B-02-01,
23171,INV023171,25799,20220709,108,17,59,59,0,Received,BAT00023171,D-18-04,2023-12-31
23172,INV023172,25800,20260118,223,11,119,119,0,Received,BAT00023172,C-14-02,
23173,INV023173,25801,20240310,835,20,112,112,0,Received,BAT00023173,A-11-05,
23174,INV023174,25802,20231003,601,18,150,150,0,Received,BAT00023174,A-02-03,
23175,INV023175,25803,20240314,76,12,76,76,0,Received,BAT00023175,D-04-06,2025-09-05
23176,INV023176,25804,20230729,698,3,49,49,0,Received,BAT00023176,B-14-03,
23177,INV023177,25805,20230506,325,20,38,38,0,Received,BAT00023177,A-19-02,
23178,INV023178,25806,20250821,371,14,3,3,0,Received,BAT00023178,D-17-06,
23179,INV023179,25807,20220723,400,15,18,18,0,Received,BAT00023179,A-04-04,
23180,INV023180,25808,20250102,46,5,194,194,0,Received,BAT00023180,D-03-01,2026-06-26
23181,INV023181,25809,20261015,542,8,340,340,0,Received,BAT00023181,A-12-05,
23182,INV023182,25810,20230621,868,24,17,17,0,Received,BAT00023182,B-09-01,
23183,INV023183,25811,20240210,766,16,61,61,0,Received,BAT00023183,A-14-02,
23184,INV023184,25812,20250921,138,4,150,150,0,Received,BAT00023184,E-02-02,
23185,INV023185,25813,20260410,984,17,92,92,0,Received,BAT00023185,A-14-03,2028-04-09
23186,INV023186,25814,20220430,613,15,18,18,0,Received,BAT00023186,A-19-02,
23187,INV023187,25815,20250407,710,12,36,36,0,Received,BAT00023187,A-15-06,
23188,INV023188,25816,20220121,103,9,96,96,0,Received,BAT00023188,C-17-05,2023-07-15
23189,INV023189,25820,20250811,117,18,20,20,0,Received,BAT00023189,C-07-04,
23190,INV023190,25821,20250713,438,24,68,68,0,Received,BAT00023190,E-15-03,2027-01-04
23191,INV023191,25822,20250922,635,20,30,30,0,Received,BAT00023191,E-09-03,
23192,INV023192,25823,20220716,990,21,53,53,0,Received,BAT00023192,C-08-06,2024-01-07
23193,INV023193,25825,20220108,172,23,21,21,0,Received,BAT00023193,C-01-05,
23194,INV023194,25826,20220807,627,3,343,343,0,Received,BAT00023194,A-08-03,2023-08-07
23195,INV023195,25827,20220215,448,20,119,119,0,Received,BAT00023195,C-20-05,
23196,INV023196,25829,20221012,235,13,96,0,96,Rejected,BAT00023196,B-06-01,2024-04-04
23197,INV023197,25830,20240428,76,16,92,92,0,Received,BAT00023197,C-18-03,2025-10-20
23198,INV023198,25831,20231004,167,21,403,372,31,Partial,BAT00023198,E-10-01,
23199,INV023199,25832,20260422,458,9,114,114,0,Received,BAT00023199,D-14-06,2027-04-22
23200,INV023200,25834,20220512,502,13,28,28,0,Received,BAT00023200,B-12-02,
23201,INV023201,25835,20251101,404,9,185,171,14,Partial,BAT00023201,E-15-01,
23202,INV023202,25836,20220701,824,11,176,176,0,Received,BAT00023202,A-13-06,2024-06-30
23203,INV023203,25837,20220516,353,23,39,39,0,Received,BAT00023203,B-20-06,
23204,INV023204,25838,20260111,153,21,50,50,0,Received,BAT00023204,A-03-04,
23205,INV023205,25840,20240413,759,2,146,146,0,Received,BAT00023205,D-08-04,2025-10-05
23206,INV023206,25841,20240529,482,16,19,19,0,Received,BAT00023206,A-10-03,
23207,INV023207,25842,20250127,135,10,297,297,0,Received,BAT00023207,E-10-05,
23208,INV023208,25843,20250126,831,18,44,44,0,Received,BAT00023208,E-03-01,
23209,INV023209,25844,20220308,736,2,116,116,0,Received,BAT00023209,A-04-05,
23210,INV023210,25845,20240630,644,2,110,101,9,Partial,BAT00023210,B-14-03,2025-12-22
23211,INV023211,25846,20230830,433,25,11,11,0,Received,BAT00023211,B-15-01,
23212,INV023212,25847,20260118,824,17,228,228,0,Received,BAT00023212,A-01-02,2028-01-18
23213,INV023213,25848,20260911,271,12,38,38,0,Received,BAT00023213,B-06-02,
23214,INV023214,25849,20260110,755,14,66,66,0,Received,BAT00023214,A-14-06,
23215,INV023215,25850,20220518,103,9,179,179,0,Received,BAT00023215,B-09-04,2023-11-09
23216,INV023216,25852,20221110,625,14,328,328,0,Received,BAT00023216,B-08-01,
23217,INV023217,25854,20250917,671,8,554,554,0,Received,BAT00023217,E-09-04,2026-09-17
23218,INV023218,25855,20221005,560,2,45,45,0,Received,BAT00023218,C-04-01,
23219,INV023219,25856,20260116,425,7,14,14,0,Received,BAT00023219,E-08-04,
23220,INV023220,25857,20230615,456,14,22,22,0,Received,BAT00023220,C-09-05,
23221,INV023221,25858,20221018,77,19,117,117,0,Received,BAT00023221,A-10-03,2024-10-17
23222,INV023222,25859,20231207,522,14,147,147,0,Received,BAT00023222,C-06-04,
23223,INV023223,25860,20250329,213,15,284,284,0,Received,BAT00023223,E-08-01,2027-03-29
23224,INV023224,25861,20260927,233,22,51,51,0,Received,BAT00023224,E-07-01,2028-03-20
23225,INV023225,25863,20230703,709,1,67,67,0,Received,BAT00023225,E-11-04,
23226,INV023226,25864,20240404,566,8,143,143,0,Received,BAT00023226,A-14-04,
23227,INV023227,25865,20250927,850,20,184,184,0,Received,BAT00023227,A-04-06,
23228,INV023228,25867,20260522,389,3,246,246,0,Received,BAT00023228,B-07-06,
23229,INV023229,25868,20221209,446,14,294,294,0,Received,BAT00023229,C-02-03,2023-12-09
23230,INV023230,25869,20220530,945,10,26,26,0,Received,BAT00023230,E-13-01,
23231,INV023231,25870,20260506,721,12,29,29,0,Received,BAT00023231,A-16-04,
23232,INV023232,25871,20231213,332,4,84,84,0,Received,BAT00023232,C-16-01,2025-06-05
23233,INV023233,25872,20220104,212,18,183,183,0,Received,BAT00023233,C-19-03,
23234,INV023234,25873,20240728,298,1,70,70,0,Received,BAT00023234,A-15-05,
23235,INV023235,25875,20250407,90,8,97,97,0,Received,BAT00023235,D-20-05,
23236,INV023236,25876,20241107,312,11,20,20,0,Received,BAT00023236,C-05-06,
23237,INV023237,25877,20250313,196,15,32,32,0,Received,BAT00023237,C-18-04,
23238,INV023238,25878,20220508,594,16,20,20,0,Received,BAT00023238,C-19-02,
23239,INV023239,25879,20221207,735,12,289,289,0,Received,BAT00023239,B-10-05,
23240,INV023240,25880,20240718,500,1,27,27,0,Received,BAT00023240,B-15-01,2026-01-09
23241,INV023241,25882,20250209,444,11,76,76,0,Received,BAT00023241,B-01-02,
23242,INV023242,25883,20240617,452,8,143,143,0,Received,BAT00023242,D-07-02,
23243,INV023243,25884,20250518,847,2,48,48,0,Received,BAT00023243,D-09-05,
23244,INV023244,25885,20260406,354,12,19,19,0,Received,BAT00023244,C-18-01,
23245,INV023245,25886,20251004,48,9,36,36,0,Received,BAT00023245,C-06-06,
23246,INV023246,25887,20260906,46,10,67,67,0,Received,BAT00023246,D-01-05,2028-02-28
23247,INV023247,25889,20250513,415,9,75,75,0,Received,BAT00023247,D-16-01,
23248,INV023248,25890,20260521,20,5,55,55,0,Received,BAT00023248,D-05-01,
23249,INV023249,25891,20220209,34,20,3,3,0,Received,BAT00023249,D-16-02,
23250,INV023250,25892,20221019,558,24,21,21,0,Received,BAT00023250,B-12-01,
23251,INV023251,25893,20250112,726,21,27,27,0,Received,BAT00023251,C-13-04,
23252,INV023252,25894,20230926,76,6,40,40,0,Received,BAT00023252,C-05-02,2025-03-19
23253,INV023253,25895,20260404,517,7,22,22,0,Received,BAT00023253,A-06-04,
23254,INV023254,25898,20251227,926,15,15,15,0,Received,BAT00023254,C-04-02,
23255,INV023255,25899,20261001,605,23,110,110,0,Received,BAT00023255,E-11-01,
23256,INV023256,25900,20220611,119,21,158,158,0,Received,BAT00023256,A-05-02,
23257,INV023257,25901,20220528,486,3,36,33,3,Partial,BAT00023257,B-01-02,
23258,INV023258,25902,20250209,883,16,22,22,0,Received,BAT00023258,B-08-01,
23259,INV023259,25903,20261209,111,25,58,58,0,Received,BAT00023259,C-15-02,
23260,INV023260,25904,20240901,886,21,18,18,0,Received,BAT00023260,D-11-05,
23261,INV023261,25905,20251128,218,25,11,11,0,Received,BAT00023261,B-06-01,
23262,INV023262,25906,20260131,669,18,234,225,9,Partial,BAT00023262,A-12-06,2028-01-31
23263,INV023263,25907,20240828,394,13,77,77,0,Received,BAT00023263,D-20-06,
23264,INV023264,25908,20250226,982,20,7,7,0,Received,BAT00023264,C-12-06,
23265,INV023265,25910,20230722,558,24,34,34,0,Received,BAT00023265,E-14-03,
23266,INV023266,25911,20230506,250,22,154,154,0,Received,BAT00023266,C-13-04,2025-05-05
23267,INV023267,25912,20240721,407,9,198,198,0,Received,BAT00023267,E-12-02,2025-07-21
23268,INV023268,25913,20230518,163,25,558,558,0,Received,BAT00023268,B-17-06,2024-05-17
23269,INV023269,25914,20250628,580,13,29,29,0,Received,BAT00023269,A-02-05,
23270,INV023270,25915,20260310,626,7,18,17,1,Partial,BAT00023270,B-16-01,
23271,INV023271,25916,20230715,265,2,390,390,0,Received,BAT00023271,E-07-05,
23272,INV023272,25917,20260712,966,11,160,160,0,Received,BAT00023272,C-20-03,
23273,INV023273,25918,20220711,686,22,20,20,0,Received,BAT00023273,B-15-02,
23274,INV023274,25919,20220129,899,13,67,67,0,Received,BAT00023274,B-06-06,
23275,INV023275,25920,20220402,894,25,13,13,0,Received,BAT00023275,D-08-01,
23276,INV023276,25921,20261022,143,14,42,42,0,Received,BAT00023276,E-15-04,
23277,INV023277,25922,20240528,619,11,180,180,0,Received,BAT00023277,C-12-05,
23278,INV023278,25923,20221229,925,4,218,218,0,Received,BAT00023278,E-12-01,2024-12-28
23279,INV023279,25924,20220816,375,23,127,127,0,Received,BAT00023279,D-07-01,
23280,INV023280,25925,20260309,331,25,29,29,0,Received,BAT00023280,E-17-04,
23281,INV023281,25926,20261209,639,24,261,261,0,Received,BAT00023281,E-14-06,
23282,INV023282,25927,20221003,198,13,51,51,0,Received,BAT00023282,E-07-04,
23283,INV023283,25928,20220508,376,7,180,180,0,Received,BAT00023283,C-08-01,
23284,INV023284,25929,20220506,217,8,37,37,0,Received,BAT00023284,D-08-02,
23285,INV023285,25930,20220817,896,19,86,86,0,Received,BAT00023285,E-18-02,
23286,INV023286,25931,20240815,98,6,5,5,0,Received,BAT00023286,E-07-04,
23287,INV023287,25932,20230108,979,16,16,16,0,Received,BAT00023287,C-11-06,
23288,INV023288,25933,20241228,94,9,85,83,2,Partial,BAT00023288,E-19-02,
23289,INV023289,25934,20241127,210,13,24,24,0,Received,BAT00023289,D-12-02,
23290,INV023290,25935,20260921,813,5,293,293,0,Received,BAT00023290,A-18-04,2027-09-21
23291,INV023291,25936,20231007,975,18,170,170,0,Received,BAT00023291,B-20-05,2025-10-06
23292,INV023292,25937,20231208,507,13,28,28,0,Received,BAT00023292,E-08-02,
23293,INV023293,25938,20230119,519,8,78,78,0,Received,BAT00023293,D-05-04,
23294,INV023294,25939,20250415,7,21,124,124,0,Received,BAT00023294,B-12-02,2027-04-15
23295,INV023295,25940,20250915,524,23,6,6,0,Received,BAT00023295,E-18-02,
23296,INV023296,25941,20241213,82,2,15,15,0,Received,BAT00023296,B-11-06,
23297,INV023297,25942,20230527,114,6,7,7,0,Received,BAT00023297,A-02-02,
23298,INV023298,25943,20260209,770,11,136,136,0,Received,BAT00023298,E-15-03,
23299,INV023299,25944,20260123,606,9,107,107,0,Received,BAT00023299,B-05-06,2028-01-23
23300,INV023300,25945,20251215,605,12,103,103,0,Received,BAT00023300,D-16-02,
23301,INV023301,25947,20250929,178,17,277,277,0,Received,BAT00023301,D-10-06,
23302,INV023302,25948,20250603,505,23,6,0,6,Rejected,BAT00023302,A-12-01,
23303,INV023303,25949,20260107,626,2,13,13,0,Received,BAT00023303,A-11-04,
23304,INV023304,25950,20230527,945,21,26,26,0,Received,BAT00023304,A-19-03,
23305,INV023305,25951,20260201,636,25,124,124,0,Received,BAT00023305,A-03-03,
23306,INV023306,25952,20251210,475,4,29,29,0,Received,BAT00023306,B-14-03,
23307,INV023307,25953,20241230,505,15,18,18,0,Received,BAT00023307,E-03-05,
23308,INV023308,25954,20260824,953,22,142,142,0,Received,BAT00023308,D-08-03,
23309,INV023309,25955,20220608,488,16,92,92,0,Received,BAT00023309,D-02-01,
23310,INV023310,25956,20230114,161,16,94,91,3,Partial,BAT00023310,C-19-02,
23311,INV023311,25957,20260803,487,18,25,25,0,Received,BAT00023311,D-10-05,
23312,INV023312,25958,20221223,985,11,141,141,0,Received,BAT00023312,A-03-02,
23313,INV023313,25960,20260321,278,21,66,66,0,Received,BAT00023313,B-14-06,
23314,INV023314,25961,20231012,149,20,110,110,0,Received,BAT00023314,E-12-06,
23315,INV023315,25963,20241102,45,22,129,129,0,Received,BAT00023315,E-20-06,2026-04-26
23316,INV023316,25964,20251227,250,15,62,62,0,Received,BAT00023316,E-15-01,2027-12-27
23317,INV023317,25965,20231214,482,1,15,15,0,Received,BAT00023317,A-11-02,
23318,INV023318,25966,20220707,988,19,126,126,0,Received,BAT00023318,B-14-01,
23319,INV023319,25967,20220531,321,5,2,2,0,Received,BAT00023319,B-12-02,
23320,INV023320,25968,20251207,313,24,131,131,0,Received,BAT00023320,E-16-04,2027-05-31
23321,INV023321,25969,20260323,967,16,170,170,0,Received,BAT00023321,B-17-06,2028-03-22
23322,INV023322,25970,20221210,520,22,152,152,0,Received,BAT00023322,A-05-05,2024-06-02
23323,INV023323,25971,20251113,291,20,13,13,0,Received,BAT00023323,D-17-01,
23324,INV023324,25972,20250618,328,13,186,186,0,Received,BAT00023324,D-13-02,
23325,INV023325,25973,20240630,317,16,51,51,0,Received,BAT00023325,C-11-04,
23326,INV023326,25974,20261215,165,14,35,35,0,Received,BAT00023326,D-13-04,
23327,INV023327,25975,20250427,537,18,161,161,0,Received,BAT00023327,C-07-02,2026-10-19
23328,INV023328,25976,20270106,795,8,169,169,0,Received,BAT00023328,E-08-03,
23329,INV023329,25977,20260918,374,21,439,439,0,Received,BAT00023329,B-02-01,
23330,INV023330,25978,20240813,580,25,22,20,2,Partial,BAT00023330,D-18-01,
23331,INV023331,25979,20260307,249,9,21,21,0,Received,BAT00023331,E-13-01,
23332,INV023332,25980,20250803,956,9,191,191,0,Received,BAT00023332,E-16-05,
23333,INV023333,25981,20230219,151,23,84,84,0,Received,BAT00023333,B-19-05,
23334,INV023334,25982,20221016,56,25,5,5,0,Received,BAT00023334,D-20-05,
23335,INV023335,25983,20260419,6,14,7,7,0,Received,BAT00023335,B-17-02,
23336,INV023336,25985,20230510,479,19,72,72,0,Received,BAT00023336,B-01-03,
23337,INV023337,25986,20240809,977,25,69,69,0,Received,BAT00023337,D-11-03,
23338,INV023338,25987,20220522,74,9,15,15,0,Received,BAT00023338,D-06-03,
23339,INV023339,25988,20260111,528,24,97,97,0,Received,BAT00023339,A-04-04,
23340,INV023340,25991,20220718,946,19,345,345,0,Received,BAT00023340,A-17-02,2023-07-18
23341,INV023341,25992,20250904,55,6,117,117,0,Received,BAT00023341,B-05-03,
23342,INV023342,25993,20220402,137,25,134,134,0,Received,BAT00023342,B-16-05,
23343,INV023343,25994,20241218,681,9,58,58,0,Received,BAT00023343,B-08-04,
23344,INV023344,25995,20230118,810,23,375,375,0,Received,BAT00023344,C-19-05,2024-01-18
23345,INV023345,25996,20220913,145,25,97,97,0,Received,BAT00023345,A-13-05,
23346,INV023346,25997,20250720,693,18,12,12,0,Received,BAT00023346,C-07-05,
23347,INV023347,25998,20230905,822,12,152,152,0,Received,BAT00023347,E-06-05,
23348,INV023348,25999,20260206,364,3,4,4,0,Received,BAT00023348,C-01-03,
23349,INV023349,26000,20231007,279,5,71,71,0,Received,BAT00023349,D-02-01,
23350,INV023350,26001,20260208,573,5,77,77,0,Received,BAT00023350,D-06-01,2028-02-08
23351,INV023351,26002,20251205,769,9,37,37,0,Received,BAT00023351,B-02-05,
